,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,6.1,7.8,35,63.0,62.0
0,6.6,8.0,38,72.0,55.0
1,7.5,9.1,31,42.0,40.0
2,7.8,9.0,32,85.0,44.5
1,8.2,10.2,40,66.0,55.0
3,8.3,10.600000000000001,23,60.0,62.0
4,8.4,9.5,47,58.0,85.0
5,9.0,10.1,26,94.0,62.0
6,9.9,12.4,41,85.0,55.0
0,10.0,13.1,35,95.0,55.0
1,10.2,13.2,29,89.0,85.0
2,10.8,14.5,44,88.0,62.0
3,11.5,14.7,39,94.0,40.0
4,11.7,15.0,35,96.0,85.0
0,12.5,18.2,35,89.0,67.1
1,12.6,20.4,27,90.0,55.0
0,13.3,15.8,38,50.0,85.0
2,13.7,16.8,17,87.0,44.5
1,13.7,18.9,38,92.0,67.1
3,14.1,16.2,25,62.0,75.0
2,14.3,19.6,30,66.0,75.0
0,14.4,16.2,48,95.0,35.8
1,14.7,16.4,33,48.0,55.0
0,15.1,17.8,34,49.0,40.0
1,15.4,18.2,31,73.0,75.0
4,15.6,18.1,36,62.0,62.0
2,16.0,19.5,33,74.0,62.0
2,16.1,19.8,15,32.0,35.8
3,16.4,19.5,17,30.0,35.8
4,16.8,18.900000000000002,27,60.0,85.0
5,16.9,19.5,49,77.0,75.0
6,17.0,19.2,15,66.0,75.0
5,17.0,19.7,43,68.0,35.8
7,17.1,19.700000000000003,42,68.0,55.0
6,17.1,20.1,30,83.0,75.0
8,17.2,19.5,45,88.0,75.0
7,17.9,20.299999999999997,41,51.0,62.0
9,18.0,20.0,29,60.0,62.0
10,18.4,20.7,46,88.0,67.1
12,18.6,21.0,17,79.0,55.0
