,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,7.9,12.3,20,79,75.0
0,8.2,16.5,45,84,55.0
1,8.2,17.0,23,62,62.0
0,8.3,11.9,36,48,75.0
2,8.5,17.0,26,88,40.0
3,8.7,19.2,33,43,35.8
1,8.9,11.9,41,93,55.0
2,9.0,10.5,30,47,85.0
1,9.1,19.4,21,99,62.0
0,9.5,13.8,20,52,44.5
1,9.6,12.0,15,84,75.0
4,9.6,22.1,33,60,67.1
2,9.7,12.2,38,81,75.0
5,10.0,18.3,38,55,44.5
3,10.1,13.3,19,45,85.0
4,10.2,12.6,38,86,40.0
0,10.2,17.1,21,89,55.0
1,11.6,18.9,26,99,67.1
0,12.0,14.8,37,58,85.0
0,12.2,15.799999999999999,47,57,62.0
1,12.2,16.0,29,64,85.0
2,12.3,15.4,31,97,55.0
3,12.3,16.1,35,65,44.5
2,12.4,20.0,43,79,67.1
4,12.5,14.5,40,82,35.8
6,12.5,15.0,24,79,75.0
5,12.5,15.1,20,84,75.0
1,12.6,13.9,30,46,85.0
3,12.9,19.4,26,97,55.0
2,13.1,17.5,46,78,62.0
7,13.1,17.6,27,68,67.1
9,13.2,16.099999999999998,43,83,62.0
8,13.2,16.8,25,36,44.5
10,13.4,16.2,47,65,75.0
11,13.5,16.2,31,62,75.0
3,13.6,14.6,39,91,35.8
4,13.6,17.7,31,92,35.8
5,13.7,15.799999999999999,38,78,67.1
12,13.8,17.6,19,53,85.0
13,14.7,18.2,18,80,67.1
6,14.8,16.900000000000002,29,72,85.0
14,15.1,17.2,26,79,62.0
0,15.3,16.400000000000002,36,48,35.8
15,15.3,18.2,27,76,85.0
0,15.3,18.400000000000002,15,48,40.0
1,15.7,19.599999999999998,36,94,62.0
2,15.7,21.799999999999997,26,70,44.5
1,15.8,17.8,21,95,35.8
2,15.9,17.1,48,61,67.1
3,16.0,17.8,23,95,75.0
16,16.0,19.0,25,59,35.8
4,16.5,18.4,43,53,85.0
17,16.8,19.3,35,81,67.1
18,16.9,19.0,33,89,35.8
5,17.7,19.8,48,94,62.0
6,17.8,20.0,18,95,62.0
7,18.5,21.4,40,58,75.0
8,18.9,21.0,40,61,67.1
