,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,8.4,12.9,29,90,44.5
0,9.0,11.7,21,89,67.1
1,9.4,13.4,34,72,62.0
2,9.6,12.399999999999999,40,70,62.0
1,9.6,14.5,31,98,75.0
0,10.3,19.6,16,27,62.0
2,10.4,15.0,41,70,44.5
1,10.6,21.1,48,70,40.0
2,10.7,22.6,31,86,67.1
3,10.8,12.8,26,38,75.0
0,11.3,16.700000000000003,41,87,40.0
1,12.2,17.4,36,65,40.0
4,12.6,14.7,25,69,67.1
2,12.9,18.9,19,32,75.0
3,13.0,19.0,43,57,85.0
5,13.6,20.0,34,91,62.0
4,13.6,20.2,27,99,35.8
6,13.8,19.0,15,63,35.8
7,14.2,19.799999999999997,20,85,44.5
0,14.9,17.0,44,77,75.0
1,16.3,18.6,22,88,62.0
0,18.9,21.2,25,64,75.0
