,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,6.2,9.2,40,90.0,62.0
0,6.2,12.0,17,27.0,35.8
1,7.0,11.5,43,78.0,55.0
3,7.2,11.2,15,84.0,40.0
2,7.2,14.0,38,63.0,75.0
0,8.1,16.4,22,85.0,35.8
1,8.2,17.1,34,55.0,75.0
2,8.4,18.1,15,78.0,75.0
3,8.5,16.6,20,34.0,55.0
4,8.8,15.0,28,56.0,35.8
4,8.8,17.3,41,56.0,67.1
5,9.1,13.899999999999999,18,42.0,75.0
1,9.2,11.2,49,99.0,55.0
0,9.4,11.600000000000001,24,42.0,40.0
5,9.6,17.799999999999997,41,99.0,67.1
2,9.8,11.100000000000001,38,52.0,44.5
2,9.8,12.3,28,43.0,35.8
1,9.8,13.5,30,51.0,35.8
4,9.9,12.2,25,43.0,62.0
3,9.9,13.100000000000001,19,47.0,85.0
3,9.9,13.7,48,71.0,75.0
5,10.0,15.2,33,71.0,35.8
6,10.1,13.1,30,55.0,75.0
0,10.3,15.600000000000001,20,91.0,85.0
7,10.5,13.8,21,74.0,85.0
8,10.5,13.8,33,58.0,85.0
6,10.5,14.6,48,93.0,62.0
9,10.7,13.399999999999999,47,58.0,44.5
1,11.0,16.2,36,47.0,55.0
2,11.4,18.1,15,97.0,40.0
10,11.5,14.8,34,78.0,62.0
3,11.6,18.1,33,67.0,62.0
0,12.6,17.8,45,68.0,75.0
0,12.8,14.100000000000001,29,45.0,75.0
1,13.5,15.7,47,84.0,67.1
2,13.7,17.4,40,63.0,62.0
3,14.0,16.9,28,39.0,62.0
4,14.0,18.0,15,36.0,75.0
5,14.2,16.9,28,57.0,67.1
6,14.3,16.6,47,64.0,75.0
7,14.3,16.900000000000002,36,97.0,85.0
1,14.9,17.6,31,88.0,40.0
1,15.4,16.4,18,60.0,44.5
0,15.4,17.7,45,65.0,44.5
8,15.7,18.0,48,90.0,75.0
9,15.9,19.7,33,47.0,44.5
2,16.4,17.799999999999997,29,64.0,85.0
10,16.4,20.0,16,35.0,62.0
11,16.9,21.0,38,73.0,85.0
12,17.1,21.1,16,69.0,75.0
3,17.3,18.6,17,34.0,75.0
13,17.5,19.7,28,75.0,85.0
4,17.7,19.099999999999998,36,85.0,40.0
14,17.8,20.7,38,51.0,62.0
15,17.9,20.5,39,68.0,40.0
16,18.0,23.1,34,70.0,35.8
6,18.2,19.4,35,67.0,75.0
5,18.2,19.5,47,71.0,62.0
7,18.7,19.8,20,70.0,40.0
