,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,7.2,10.3,35,64.0,62.0
1,7.3,10.9,30,75.0,35.8
0,7.4,14.600000000000001,31,92.0,44.5
1,7.6,12.2,24,87.0,85.0
2,7.6,12.5,35,77.0,67.1
0,8.2,11.7,29,43.0,85.0
2,8.5,12.9,32,86.0,75.0
1,8.7,11.799999999999999,35,91.0,35.8
3,8.8,12.9,31,85.0,75.0
3,8.8,13.200000000000001,49,86.0,75.0
4,9.3,13.600000000000001,37,48.0,40.0
2,9.3,15.600000000000001,48,71.0,55.0
5,9.7,13.0,28,68.0,44.5
4,9.9,14.2,36,48.0,75.0
5,10.1,14.1,15,42.0,67.1
0,10.6,14.3,34,64.0,75.0
3,10.6,15.0,18,64.0,40.0
4,10.7,14.399999999999999,18,29.0,35.8
5,11.1,14.2,42,67.0,75.0
6,11.1,15.399999999999999,40,69.0,75.0
1,11.2,17.799999999999997,17,68.0,67.1
6,11.3,16.0,18,49.0,55.0
7,11.4,15.4,33,88.0,55.0
9,11.5,14.8,15,75.0,55.0
3,11.5,15.1,28,65.0,85.0
2,11.5,17.9,39,60.0,44.5
4,11.6,14.899999999999999,29,41.0,75.0
5,11.9,15.100000000000001,25,66.0,55.0
6,11.9,15.7,43,54.0,35.8
7,11.9,16.1,38,62.0,55.0
10,12.2,15.399999999999999,29,71.0,44.5
0,12.5,16.2,49,62.0,85.0
1,12.8,15.200000000000001,31,87.0,55.0
11,12.9,17.2,43,80.0,35.8
2,13.0,16.4,30,97.0,62.0
12,13.0,22.5,38,53.0,85.0
4,13.2,15.399999999999999,28,44.0,85.0
3,13.2,15.899999999999999,20,66.0,75.0
5,13.3,15.4,25,50.0,35.8
13,13.3,16.5,27,56.0,62.0
6,13.8,16.6,19,97.0,55.0
15,13.8,17.0,28,58.0,67.1
16,13.8,17.0,48,97.0,40.0
0,13.9,19.3,34,87.0,75.0
7,14.0,16.6,43,56.0,55.0
0,14.2,19.4,46,81.0,62.0
9,14.5,19.2,36,88.0,85.0
1,14.5,20.0,48,87.0,85.0
1,14.6,19.9,26,91.0,44.5
2,14.8,20.200000000000003,17,61.0,44.5
0,15.0,19.2,39,66.0,62.0
0,15.2,17.0,31,77.0,62.0
10,15.2,20.2,36,69.0,75.0
22,15.2,22.7,33,49.0,85.0
1,15.3,17.3,44,90.0,35.8
23,15.3,18.6,28,67.0,75.0
11,15.5,17.6,19,31.0,40.0
1,15.5,17.8,45,59.0,75.0
2,15.5,18.0,46,84.0,75.0
3,15.5,22.7,26,46.0,35.8
24,15.7,21.6,26,96.0,75.0
25,15.8,19.1,29,97.0,35.8
2,15.9,17.9,32,83.0,35.8
3,15.9,18.0,27,78.0,75.0
3,16.0,18.2,16,79.0,62.0
26,16.0,19.3,38,54.0,75.0
12,16.1,19.1,33,43.0,75.0
4,16.1,21.8,35,45.0,67.1
13,16.2,19.4,34,60.0,67.1
4,16.3,18.0,34,71.0,67.1
16,16.5,18.8,41,72.0,40.0
15,16.5,19.1,19,44.0,35.8
5,17.7,20.8,35,72.0,75.0
6,17.9,20.2,15,45.0,75.0
7,18.0,20.0,39,87.0,75.0
9,19.1,22.3,16,65.0,75.0
10,19.3,22.0,18,40.0,35.8
11,19.5,21.8,39,99.0,75.0
12,19.5,21.8,42,65.0,35.8
13,19.9,21.9,18,34.0,55.0
15,20.6,23.400000000000002,29,63.0,62.0
16,20.7,23.3,41,92.0,85.0
