,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,6.1,9.899999999999999,42,89.0,62.0
0,6.2,12.4,30,67.0,75.0
1,6.3,12.3,27,56.0,75.0
2,6.5,12.5,40,89.0,75.0
0,7.3,9.9,35,90.0,75.0
1,7.4,11.3,40,72.0,55.0
1,7.5,10.8,32,90.0,44.5
3,7.7,14.7,22,94.0,67.1
4,7.8,14.8,34,58.0,40.0
2,8.1,11.8,16,30.0,75.0
2,8.1,13.399999999999999,39,91.0,35.8
3,8.3,12.0,41,73.0,75.0
3,8.4,12.4,31,92.0,85.0
0,8.5,18.2,38,49.0,44.5
4,8.8,11.9,19,33.0,62.0
5,8.9,13.2,29,94.0,35.8
1,9.4,20.0,26,39.0,55.0
2,9.5,17.8,46,95.0,75.0
3,9.7,17.799999999999997,38,74.0,67.1
0,10.0,13.0,20,71.0,85.0
1,10.3,13.3,30,71.0,85.0
0,10.6,16.3,32,61.0,75.0
4,11.0,14.2,34,94.0,75.0
0,11.4,13.8,20,54.0,44.5
1,11.4,16.8,29,59.0,55.0
2,11.5,14.7,49,72.0,55.0
3,11.6,15.3,23,87.0,55.0
0,11.7,14.799999999999999,37,52.0,62.0
4,11.9,15.100000000000001,23,93.0,44.5
0,12.1,15.8,23,86.0,67.1
1,12.2,14.2,25,50.0,62.0
0,12.5,16.6,44,94.0,44.5
2,12.6,14.6,19,74.0,55.0
3,12.7,15.5,47,83.0,44.5
2,12.7,15.799999999999999,42,95.0,62.0
1,12.7,17.2,46,82.0,85.0
4,12.8,16.9,48,68.0,75.0
6,12.9,15.2,33,45.0,67.1
5,12.9,18.1,17,94.0,75.0
7,13.0,15.4,41,61.0,75.0
8,13.1,15.5,18,61.0,35.8
9,13.1,15.899999999999999,16,66.0,67.1
10,13.1,18.6,24,79.0,62.0
11,13.3,16.0,37,99.0,75.0
12,13.5,16.0,29,48.0,55.0
13,13.6,19.0,34,58.0,44.5
15,13.7,16.3,48,88.0,35.8
16,13.7,16.4,40,68.0,55.0
14,13.7,16.9,20,76.0,75.0
18,14.2,17.0,38,50.0,35.8
17,14.2,17.5,20,35.0,85.0
0,14.3,15.3,46,57.0,40.0
3,14.6,18.3,22,79.0,55.0
19,14.8,16.8,41,69.0,75.0
1,14.9,18.0,22,82.0,62.0
2,15.0,19.3,46,99.0,75.0
20,15.1,18.5,40,91.0,67.1
21,15.2,18.599999999999998,26,70.0,67.1
3,15.3,16.3,45,83.0,35.8
22,15.3,17.7,40,73.0,75.0
23,15.3,18.5,43,68.0,75.0
0,15.3,18.8,33,72.0,67.1
1,15.5,18.7,41,70.0,75.0
24,15.5,19.0,20,73.0,62.0
4,15.6,17.7,27,86.0,35.8
5,15.8,18.2,31,80.0,35.8
25,15.9,19.4,26,40.0,35.8
26,16.3,19.3,38,86.0,44.5
2,16.4,19.4,21,96.0,55.0
27,16.8,21.5,49,64.0,85.0
3,17.0,20.0,24,52.0,55.0
4,17.1,21.200000000000003,25,90.0,67.1
5,17.2,20.7,22,36.0,44.5
6,17.5,21.4,17,70.0,44.5
28,17.7,20.0,44,55.0,85.0
29,17.7,20.8,36,58.0,35.8
30,17.9,21.9,22,84.0,40.0
7,18.8,22.2,22,51.0,35.8
