,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
1,6.1,11.7,34,86.0,40.0
0,6.1,11.899999999999999,19,64.0,55.0
2,6.2,13.100000000000001,46,81.0,67.1
0,6.3,11.7,41,74.0,55.0
3,6.4,12.0,22,63.0,62.0
1,6.6,9.7,23,64.0,75.0
2,6.7,12.5,27,83.0,40.0
4,6.7,13.100000000000001,40,63.0,75.0
3,6.8,10.0,20,71.0,85.0
5,6.8,14.3,23,54.0,85.0
6,6.9,12.9,47,93.0,67.1
7,7.0,12.7,36,95.0,85.0
0,7.1,10.0,21,55.0,75.0
8,7.1,15.5,46,93.0,67.1
9,7.2,12.9,28,66.0,55.0
1,7.3,11.1,49,61.0,67.1
10,7.3,13.0,32,72.0,67.1
11,7.5,14.7,49,95.0,44.5
4,7.6,13.8,21,91.0,55.0
3,7.7,10.2,37,88.0,75.0
2,7.7,10.9,36,77.0,75.0
4,7.8,10.6,36,49.0,67.1
0,7.8,16.0,47,81.0,55.0
5,8.0,13.2,24,45.0,35.8
12,8.0,14.6,35,80.0,85.0
6,8.1,10.899999999999999,27,94.0,40.0
13,8.1,13.6,18,53.0,55.0
0,8.1,18.0,23,46.0,85.0
14,8.2,15.6,29,93.0,35.8
15,8.3,14.100000000000001,28,77.0,75.0
3,8.3,17.200000000000003,42,79.0,75.0
2,8.3,17.4,26,86.0,85.0
1,8.3,20.700000000000003,34,59.0,44.5
4,8.4,19.0,33,61.0,67.1
5,8.5,12.0,24,99.0,67.1
6,8.6,12.3,17,69.0,75.0
7,8.7,11.899999999999999,21,44.0,85.0
5,8.7,16.9,35,50.0,75.0
6,8.7,17.799999999999997,42,85.0,55.0
7,8.8,11.600000000000001,36,80.0,44.5
7,8.8,17.200000000000003,20,80.0,67.1
0,10.0,14.6,23,86.0,85.0
2,10.2,13.2,43,89.0,62.0
1,10.2,13.299999999999999,33,89.0,85.0
3,10.3,14.3,39,82.0,40.0
8,10.4,14.9,27,51.0,55.0
9,10.5,15.7,24,52.0,40.0
10,10.9,15.600000000000001,26,78.0,35.8
4,11.3,17.700000000000003,29,86.0,67.1
0,11.4,13.9,25,57.0,40.0
1,11.8,14.8,34,87.0,75.0
5,11.8,17.6,15,49.0,44.5
0,12.0,15.1,18,81.0,85.0
0,12.0,20.7,47,76.0,62.0
1,12.1,15.8,44,81.0,85.0
2,12.2,14.5,44,72.0,67.1
0,12.2,14.5,46,62.0,40.0
3,12.5,15.0,23,95.0,35.8
2,12.8,16.9,45,79.0,55.0
1,12.9,16.2,34,87.0,35.8
3,13.0,17.1,15,62.0,85.0
2,13.1,15.3,17,86.0,75.0
4,13.1,18.0,33,62.0,35.8
5,13.2,18.799999999999997,34,70.0,35.8
3,13.3,19.8,23,75.0,75.0
4,13.4,17.2,32,69.0,85.0
5,13.5,16.4,49,77.0,35.8
6,13.6,17.3,17,75.0,35.8
6,13.6,17.4,40,83.0,67.1
8,13.7,15.899999999999999,22,41.0,67.1
7,13.7,17.2,41,93.0,75.0
7,13.7,17.2,30,55.0,67.1
9,13.8,15.9,32,59.0,40.0
10,13.9,16.9,15,56.0,62.0
11,14.0,16.7,37,98.0,85.0
13,14.3,16.5,31,55.0,75.0
12,14.3,16.7,34,53.0,35.8
10,14.3,17.3,46,95.0,75.0
8,14.3,18.0,32,59.0,62.0
9,14.3,19.6,23,61.0,35.8
14,14.4,16.9,37,48.0,75.0
0,14.5,15.9,41,54.0,35.8
11,14.5,18.2,28,63.0,62.0
1,14.7,16.099999999999998,44,79.0,62.0
12,14.7,19.2,18,89.0,85.0
13,14.7,19.6,23,90.0,35.8
2,14.8,17.3,49,62.0,35.8
3,14.9,16.2,38,90.0,62.0
15,14.9,17.0,46,87.0,35.8
15,14.9,17.9,18,38.0,35.8
14,14.9,19.3,42,54.0,67.1
16,15.0,22.4,18,82.0,75.0
4,15.2,16.3,39,54.0,67.1
17,15.2,19.0,33,61.0,75.0
0,15.3,18.400000000000002,44,78.0,85.0
5,15.4,17.3,32,91.0,44.5
1,15.5,20.4,22,76.0,40.0
18,15.8,19.5,20,72.0,35.8
19,15.9,17.9,49,91.0,55.0
20,16.2,18.5,40,64.0,44.5
2,16.4,19.7,42,80.0,75.0
21,16.5,18.8,28,41.0,62.0
22,16.6,21.1,48,92.0,44.5
23,16.7,18.9,48,79.0,75.0
24,16.8,18.8,38,53.0,55.0
3,16.8,20.1,46,95.0,85.0
25,17.0,20.2,41,91.0,75.0
4,17.2,20.599999999999998,15,35.0,55.0
5,17.7,22.0,24,81.0,75.0
26,17.8,20.0,42,55.0,44.5
6,18.0,22.1,21,36.0,44.5
7,18.7,22.9,29,63.0,62.0
