,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,6.6,10.6,17,41.0,67.1
0,6.6,12.399999999999999,27,78.0,35.8
1,6.7,10.7,45,62.0,62.0
2,6.7,10.7,45,78.0,67.1
1,6.7,12.8,49,76.0,55.0
2,6.8,12.6,45,97.0,75.0
3,7.0,13.8,29,41.0,75.0
0,7.2,9.8,23,39.0,44.5
1,7.4,10.5,15,36.0,85.0
2,7.5,20.5,43,71.0,75.0
3,7.6,10.8,30,40.0,55.0
4,7.6,12.6,17,81.0,44.5
4,7.7,13.9,29,79.0,62.0
5,7.7,14.0,29,49.0,44.5
3,7.8,12.399999999999999,31,61.0,40.0
6,7.8,13.7,49,97.0,40.0
5,8.1,11.7,49,82.0,55.0
7,8.1,13.8,15,69.0,75.0
1,8.2,16.5,17,44.0,44.5
0,8.2,17.6,29,93.0,55.0
6,8.5,11.2,36,66.0,40.0
4,8.6,11.7,27,80.0,62.0
7,9.0,11.8,38,71.0,67.1
8,9.0,12.2,15,93.0,75.0
2,9.6,17.799999999999997,42,98.0,44.5
5,9.7,16.2,39,88.0,40.0
3,9.7,18.5,27,38.0,62.0
6,9.8,12.9,40,79.0,44.5
5,9.8,18.200000000000003,36,81.0,75.0
4,9.8,18.6,40,53.0,62.0
6,9.8,20.0,26,61.0,62.0
7,9.9,19.3,27,91.0,40.0
7,10.4,13.9,23,79.0,40.0
0,10.5,15.8,25,97.0,44.5
8,10.6,14.0,40,84.0,62.0
1,10.7,16.7,25,36.0,44.5
2,11.1,16.4,49,69.0,85.0
3,11.1,16.4,49,74.0,44.5
0,11.2,14.299999999999999,49,94.0,35.8
1,11.2,16.6,37,58.0,75.0
4,11.5,19.5,32,82.0,44.5
0,11.7,19.799999999999997,49,83.0,35.8
0,12.0,15.3,45,99.0,85.0
0,12.0,15.7,33,61.0,40.0
1,12.0,16.0,29,47.0,62.0
2,12.1,15.399999999999999,45,93.0,62.0
1,12.4,16.5,44,81.0,75.0
3,12.5,15.7,36,83.0,75.0
0,12.6,15.8,27,49.0,44.5
4,12.7,17.1,38,54.0,40.0
2,12.8,15.4,42,71.0,75.0
5,12.8,17.4,15,68.0,75.0
3,13.1,17.5,25,36.0,55.0
6,13.3,16.5,41,81.0,44.5
7,13.4,16.7,43,59.0,55.0
4,13.7,16.0,34,75.0,44.5
5,14.0,16.3,19,89.0,75.0
0,14.0,17.0,22,80.0,35.8
1,14.2,15.399999999999999,41,68.0,44.5
2,14.2,16.099999999999998,17,34.0,67.1
6,14.2,16.7,31,80.0,40.0
8,14.3,16.400000000000002,37,62.0,62.0
3,14.3,17.0,43,84.0,62.0
8,14.3,17.3,21,73.0,85.0
7,14.3,18.6,45,77.0,62.0
5,14.4,15.4,20,86.0,75.0
4,14.4,15.6,33,71.0,55.0
11,14.4,16.6,21,73.0,44.5
9,14.4,16.9,37,51.0,35.8
10,14.4,17.0,24,82.0,35.8
6,14.5,17.0,27,48.0,55.0
12,14.6,16.8,41,61.0,40.0
9,15.0,19.0,33,95.0,55.0
0,15.1,18.8,18,61.0,62.0
13,15.2,17.599999999999998,49,71.0,75.0
1,15.2,18.4,33,96.0,67.1
7,15.3,16.400000000000002,49,96.0,67.1
8,15.4,16.8,30,88.0,35.8
9,15.7,18.0,30,96.0,55.0
10,15.7,18.099999999999998,24,41.0,75.0
14,15.7,18.4,37,98.0,85.0
11,15.8,17.3,26,70.0,75.0
2,15.9,19.3,34,65.0,40.0
15,16.1,18.1,19,63.0,35.8
16,16.2,18.9,42,94.0,55.0
3,16.7,21.299999999999997,36,84.0,40.0
4,16.9,21.7,39,97.0,85.0
17,17.1,19.900000000000002,31,98.0,62.0
5,17.1,20.400000000000002,37,55.0,75.0
6,17.1,20.6,29,62.0,75.0
19,17.2,20.3,18,86.0,75.0
18,17.2,20.7,38,52.0,75.0
20,17.3,20.0,29,87.0,55.0
21,17.4,19.4,46,72.0,67.1
22,17.7,20.8,16,38.0,75.0
7,17.7,20.9,31,84.0,62.0
