,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,6.8,8.6,34,84.0,55.0
1,7.8,9.7,23,91.0,55.0
0,7.8,13.399999999999999,18,66.0,75.0
2,7.9,9.5,41,57.0,62.0
1,8.0,14.2,37,73.0,75.0
2,8.7,14.399999999999999,28,83.0,40.0
3,8.8,13.8,45,80.0,35.8
0,10.1,13.2,43,95.0,55.0
1,10.2,13.299999999999999,36,64.0,35.8
2,10.2,13.5,40,98.0,62.0
0,13.1,15.1,41,83.0,75.0
0,15.2,17.4,44,73.0,55.0
1,15.3,17.6,21,58.0,85.0
0,15.3,18.400000000000002,45,73.0,35.8
1,15.9,17.9,34,62.0,40.0
1,15.9,18.1,49,59.0,75.0
2,16.4,18.9,25,71.0,35.8
2,16.5,19.9,48,83.0,75.0
3,17.4,19.9,48,89.0,67.1
3,20.0,22.5,28,44.0,75.0
