,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,8.0,11.0,43,74,67.1
1,8.0,16.6,38,59,85.0
0,8.0,17.4,23,33,55.0
1,8.9,10.1,41,60,75.0
2,9.0,18.4,40,92,55.0
0,9.4,12.9,48,60,35.8
3,9.5,17.9,21,67,75.0
1,9.7,13.5,38,70,85.0
0,10.0,14.4,28,50,67.1
1,10.2,14.899999999999999,25,66,35.8
0,10.4,16.9,43,70,75.0
3,10.6,12.7,15,66,67.1
2,10.6,14.6,30,73,55.0
4,10.9,13.3,45,91,62.0
2,10.9,15.4,44,85,44.5
1,10.9,16.4,46,79,67.1
5,11.1,15.899999999999999,35,63,85.0
6,11.6,14.7,31,99,35.8
0,12.0,14.1,48,61,40.0
2,12.3,17.6,49,74,44.5
1,12.7,14.899999999999999,31,51,40.0
2,13.1,15.5,26,91,62.0
3,13.1,15.8,40,77,35.8
0,13.2,14.6,26,71,35.8
1,13.3,15.5,34,45,62.0
4,13.4,16.9,25,92,44.5
3,13.4,19.6,27,61,55.0
5,13.6,16.4,25,62,40.0
2,13.8,15.0,15,73,62.0
6,13.8,18.1,15,93,75.0
4,13.8,19.0,34,94,75.0
7,14.0,17.1,39,52,75.0
8,14.3,17.400000000000002,22,35,40.0
9,14.5,18.5,40,74,44.5
10,14.5,18.5,37,98,62.0
0,14.6,17.9,24,38,62.0
0,15.2,16.9,48,65,62.0
11,15.4,18.5,21,94,55.0
1,15.7,17.0,44,61,40.0
3,15.8,16.900000000000002,20,99,55.0
2,15.8,17.0,49,82,85.0
4,16.1,18.200000000000003,28,70,55.0
12,16.1,19.700000000000003,37,67,40.0
5,16.4,17.599999999999998,43,63,62.0
6,16.9,18.7,16,87,85.0
13,16.9,19.7,23,50,85.0
7,17.1,18.3,21,65,62.0
8,17.4,18.7,22,71,75.0
9,17.6,18.6,15,92,55.0
14,17.7,20.4,18,85,75.0
15,17.8,19.900000000000002,15,44,85.0
16,17.8,20.2,19,90,40.0
10,18.1,19.6,35,58,85.0
11,18.3,20.1,37,67,75.0
