,arrival_time,departure_time,initial_SOC,desired_SOC,battery_capacity
0,6.6,11.5,32,81,55.0
1,6.8,11.0,37,92,44.5
0,6.9,8.5,31,71,40.0
1,6.9,8.700000000000001,27,80,44.5
2,6.9,9.2,15,55,67.1
0,8.2,16.5,41,60,75.0
4,8.3,9.3,21,46,62.0
3,8.3,10.600000000000001,48,83,85.0
1,8.5,16.8,37,86,85.0
2,9.0,17.4,40,84,85.0
0,9.1,12.1,35,60,35.8
5,9.2,11.1,28,88,55.0
3,9.2,17.6,39,69,67.1
4,9.4,17.9,25,86,35.8
2,9.5,13.6,48,63,67.1
1,9.7,11.799999999999999,40,99,85.0
2,10.0,13.1,17,43,75.0
3,10.2,12.2,34,62,62.0
3,10.6,14.7,16,30,44.5
5,10.8,13.0,44,93,75.0
4,10.8,14.3,27,71,67.1
0,10.9,16.9,40,77,40.0
7,11.6,13.8,17,36,75.0
8,11.9,14.2,26,43,85.0
1,12.1,17.6,19,58,67.1
0,13.1,15.7,48,62,55.0
0,13.4,15.3,35,68,62.0
1,13.7,16.7,47,95,55.0
2,13.8,15.8,18,64,75.0
1,13.8,16.8,16,43,75.0
3,14.0,16.7,43,54,75.0
0,14.3,17.5,28,87,55.0
4,14.4,18.8,41,84,85.0
5,14.7,17.4,21,89,75.0
2,15.0,16.3,38,54,67.1
0,15.3,17.6,17,83,62.0
2,15.5,16.8,27,72,40.0
1,15.5,18.3,37,95,85.0
1,15.7,20.799999999999997,36,80,35.8
7,15.8,18.1,34,92,55.0
8,15.9,18.0,24,56,67.1
9,16.0,18.9,17,77,62.0
3,16.1,18.6,35,75,67.1
5,17.1,18.5,31,88,85.0
4,17.1,18.700000000000003,41,91,85.0
10,17.6,21.3,18,72,62.0
11,17.9,22.299999999999997,46,79,40.0
12,18.0,20.3,31,86,62.0
7,18.9,20.2,37,91,75.0
8,19.0,20.6,18,67,55.0
